danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,track_uri,duration_ms,time_signature,key_mode
0.391,0.963,A#,-4.378,minor,0.0773,5.86e-5,0.0689,0.14,0.364,167.065,0faXHILILebCGnJBPU6KJJ,200547,4,A# minor
0.676,0.778,G#,-5.377,major,0.35,0.0408,5.62e-6,0.271,0.568,83.968,2OQawrBufKoMeLCHKIyJOA,234973,4,G# major
0.674,0.832,C#,-3.677,major,0.0536,0.0525,0,0.0798,0.679,123.997,2Jl67aezGtgrcKKVl9R2Ou,174213,3,C# major
0.941,0.631,C#,-5.998,minor,0.114,0.0366,1.8e-6,0.0311,0.63,128.597,4PrquuUN34hswtM71OMvxS,263373,4,C# minor
0.803,0.803,A,-3.894,major,0.265,0.212,0,0.302,0.698,83.338,6sDlDyjqLnvcvAYazJdkBW,203347,4,A major
0.797,0.586,E,-6.98,minor,0.269,0.0263,5.44e-5,0.123,0.768,157.151,0tYPj0NYa7vjlJaqlRSnJb,207587,4,E minor
0.545,0.753,D#,-4.618,minor,0.036,0.0417,0,0.389,0.434,105.754,76aadnUFFANRNDs6L3aqxw,282947,4,D# minor
0.762,0.644,G,-6.715,major,0.223,0.0522,0,0.0821,0.82,81.99,1ydffhoWtTxKDrc5zi7p0M,223293,4,G major
0.669,0.651,F,-5.79,major,0.0275,0.472,1.09e-4,0.272,0.605,148.091,1qHRFZE8qykNXYZadzmi1m,209320,4,F major
0.463,0.983,G#,-3.254,minor,0.138,2.02e-4,0.129,0.303,0.37,130.394,70wYA8oYHoMzhRRkARoMhU,220427,4,G# minor
0.423,0.391,E,-6.517,major,0.0262,0.295,0,0.175,0.166,137.031,0fZq48okuWkpAgjsWogAJ4,212013,3,E major
0.805,0.494,C#,-6.027,major,0.0363,0.00164,0,0.0798,0.408,115.049,75KdMdPqZGO3FGNtpByM1p,289760,4,C# major
0.824,0.745,F,-3.421,minor,0.037,0.0417,0,0.101,0.94,106.495,6SCw7Vcnp05EpXJ3dJWnBC,235453,4,F minor
0.448,0.68,D,-5.945,major,0.0358,0.0814,0.00102,0.153,0.372,177.956,5YL9m3L9RcWcQZx8ULUWXr,234347,4,D major
0.571,0.613,C#,-6.836,major,0.252,0.177,0,0.216,0.583,83.317,2JpUkUR0OsOlUUfm6iS8ic,230613,4,C# major
0.663,0.703,F#,-6.972,minor,0.193,0.18,0,0.184,0.545,170.1,0K46fg1qHY1Y5E7q23zSTG,238980,4,F# minor
0.755,0.408,F,-10.33,minor,0.187,0.0133,0,0.33,0.465,76.034,5FRIqUXfTazrtRmYEGO4G0,229240,4,F minor
0.449,0.876,G,-4.09,major,0.0518,0.00159,0,0.296,0.358,93.444,0NFt67rRYuE6pIQA5g8bFW,214707,4,G major
0.863,0.772,C,-2.278,major,0.114,0.0167,0,0.206,0.83,110.514,6lob8yGQuretKACtogsaQL,224680,4,C major
0.695,0.993,C,-3.114,major,0.0612,0.00177,0.00246,0.0814,0.281,107.951,03qoFZom1iAWT5VdWFRYF6,247667,4,C major
0.615,0.866,G,-5.539,major,0.254,0.00122,0,0.163,0.65,163.403,1AMcZgdrQ8RakJVq2Ca66j,258587,4,G major
0.428,0.781,F#,-5.032,minor,0.0608,0.0123,1.47e-5,0.104,0.728,82.353,6EEeAog1VBZ6FrYpJ2q3WF,221720,4,F# minor
0.671,0.86,D#,-5.025,minor,0.104,0.439,1.6e-6,0.12,0.519,119.999,1g1Jor1zrllXn2ogj8KGAH,198360,4,D# minor
0.749,0.595,D,-7.721,major,0.12,0.0215,0,0.087,0.819,161.986,5OIC83vOPXGU5ZzrfLVR4g,203240,4,D major
0.66,0.659,G#,-7.347,major,0.0385,0.167,0,0.181,0.354,144.031,6K3VfYpY58uXYuvS5NQLIJ,251280,4,G# major
0.658,0.742,C#,-3.511,major,0.0319,0.39,3.31e-4,0.125,0.698,123.316,4jVipHalgvFVz3Smp4aQID,227027,4,C# major
0.458,0.767,D#,-4.3,major,0.0481,0.196,0,0.0564,0.347,162.063,0iTR57bhc1jm1tf9j5XDhh,234400,4,D# major
0.753,0.85,C#,-4.373,major,0.139,0.0694,0,0.0655,0.906,103.988,5Au8ObNQvrwFVEgGqQQL6D,189693,4,C# major
0.65,0.782,F#,-4.74,minor,0.309,0.169,3.6e-6,0.677,0.531,126.042,2pbWRWWcDD1NwMCbjshDLF,264400,4,F# minor
0.866,0.47,D,-8.506,major,0.221,0.138,8e-6,0.0911,0.558,102.047,1NpcguIbdLR25tlymnwVVC,263800,4,D major
0.675,0.781,C,-7.365,major,0.0473,0.0822,0.0384,0.119,0.612,132.013,29cd2pFF9ltQ5viRWGlbR7,251640,4,C major
0.509,0.547,C,-6.132,major,0.0299,0.33,9.45e-5,0.358,0.282,125.889,0UgHkodbptL6XQBfT5HOK1,235773,3,C major
0.797,0.889,C#,-2.329,major,0.213,0.08,0,0.359,0.586,95.017,4vLsvkuiarfgZN4NeWAENI,241573,4,C# major
0.537,0.882,C,-2.306,major,0.0403,3.42e-4,9.06e-5,0.12,0.81,145.729,1pHP4JeQV9wDx87D6qH9hD,179813,4,C major
0.519,0.749,F#,-3.318,minor,0.0405,0.271,0,0.119,0.29,147.905,0ZUo4YjG4saFnEJhdWp9Bt,199947,4,F# minor
0.819,0.485,F#,-6.45,minor,0.0756,0.0176,0,0.658,0.386,96.998,6yuvC80FcnVJNvC0DbXN9e,276787,4,F# minor
0.732,0.872,F,-6.816,minor,0.0403,0.00932,0,0.179,0.818,160.015,3rMyMv8EjKXoPnaRo2hdJN,267293,4,F minor
0.665,0.779,G,-7.085,major,0.258,0.246,0,0.364,0.75,150.952,39SQnz9u6zd91nZdaPmmJK,208600,4,G major
0.799,0.857,G,-2.341,major,0.0849,0.151,0.00111,0.064,0.441,133.89,0xJZfG2a13gxcZ7fVDqEIU,204160,4,G major
0.458,0.751,D,-8.395,major,0.469,0.0299,1.55e-4,0.258,0.48,169.673,5BkHkyO9PFXs1m7vSMnXp4,203347,4,D major
0.706,0.548,E,-4.818,minor,0.0294,0.00284,7.38e-5,0.0474,0.706,98.995,58ZvuqZgeuZMCbpCsH9E76,211693,4,E minor
0.546,0.506,C,-6.334,major,0.0269,0.567,0,0.122,0.39,152.175,0Om9WAB5RS09L80DyOfTNa,232107,4,C major
0.443,0.685,E,-6.325,major,0.0318,0.0838,0,0.0848,0.179,143.905,6Gj3oHBAFYHlcLBHOXZ3oz,232640,4,E major
0.771,0.676,E,-6.018,minor,0.223,0.285,4.49e-6,0.546,0.804,119.997,13X42np3KJr0o2LkK1MG76,276160,4,E minor
0.467,0.749,G,-6.504,major,0.351,0.102,0,0.436,0.447,93.071,6iGZVR5Bwp9V4wMvgGHFYG,199547,4,G major
0.793,0.708,C#,-5.85,minor,0.134,0.102,0,0.112,0.757,160.02,29TwAJfQ7rR7peyr6eZpL0,173053,4,C# minor
0.549,0.801,E,-4.734,major,0.0312,0.0349,6.8e-6,0.102,0.471,135.724,6Gfmj0HbpvxTdW0sdlzTDU,248280,4,E major
0.793,0.771,F#,-4.782,major,0.042,0.0307,1.15e-4,0.19,0.762,132.778,2YXShhHOx334ID9M4jXnPd,258413,4,F# major
0.688,0.835,G#,-4.162,major,0.0911,0.0583,2.87e-6,0.0795,0.88,84.858,546QTayX6j4GcZsfTRrVnL,230493,4,G# major
0.508,0.888,B,-4.336,major,0.0778,0.00151,1.17e-6,0.0772,0.48,132.618,7vOjTY220BqIttYDbwshED,175920,4,B major
0.187,0.906,D,-4.321,major,0.0785,3.48e-4,2.97e-4,0.214,0.231,87.513,60OyEYORxZjS7xlfoAgyjR,314427,4,D major
0.634,0.856,F,-4.064,major,0.132,8.12e-4,1.03e-5,0.207,0.723,88.05,0occ3Gxp6ZV5DUmJNuEsQB,166867,4,F major
0.765,0.802,F,-3.784,minor,0.0303,0.0417,0,0.182,0.599,130.105,7DV51vrQqBnsuDy63eAkoy,224373,4,F minor
0.477,0.532,C,-7.112,major,0.0254,0.323,6.63e-6,0.128,0.226,144.52,7qosBEliJ2mNL87rMTfbT5,219987,4,C major
0.872,0.723,C#,-4.967,major,0.422,0.0584,0,0.433,0.737,75.61,46qrEYJDX0QBI7eJKIsyfU,241387,4,C# major
0.705,0.71,A,-4.894,major,0.0675,0.245,1.69e-5,0.154,0.735,97.031,1mJ05BN0So26a14iib85aI,213360,4,A major
0.633,0.886,C#,-3.892,major,0.0456,0.109,0,0.0438,0.753,81.811,20117nklRrpujknMRpueYQ,247827,4,C# major
0.902,0.784,F#,-8.325,major,0.0877,0.368,0.00147,0.0764,0.765,129.048,1J2q0BrQQ3wEn5nekXrMsX,294267,4,F# major
0.445,0.71,E,-6.819,major,0.0275,0.103,6.14e-5,0.169,0.468,148.011,5oRp0GTiNQ2OjCUssfCTsk,263253,4,E major
0.94,0.735,F,-5.172,minor,0.0503,0.281,0,0.11,0.913,118.977,5eLovQzx9cm6RkQq388JyN,212360,4,F minor
0.598,0.315,B,-9.83,major,0.0282,0.634,0.191,0.0825,0.172,96.684,1ayFArNqsYgGT8gWWSscTD,213307,3,B major
0.605,0.587,B,-4.789,minor,0.0406,0.0719,0,0.162,0.551,82.2,5pBz60wO1qPDJv4YRSz4hr,237493,4,B minor
0.667,0.468,A,-8.839,minor,0.108,0.337,0,0.239,0.423,77.992,1srGZiB4G4At62z2Z8wYL9,231147,4,A minor
0.791,0.613,C#,-11.628,minor,0.0763,0.0986,0,0.0765,0.896,143.017,60R2v9lheAu3lwZwAFxMZK,170640,4,C# minor
0.821,0.789,F#,-4.197,minor,0.36,0.213,1.15e-5,0.0525,0.875,107.002,0wbNcKAkExGmWiicedOyiR,194200,4,F# minor
0.616,0.91,C,-3.004,major,0.0386,0.0459,0,0.343,0.693,144.073,6n9yCXvLhnYMgJIiIcMu7D,252040,4,C major
0.866,0.46,C,-9.252,major,0.0423,0.0442,0,0.323,0.29,99.98,4xAk8Lw82G3YoVSOdVAsBx,247067,4,C major
0.335,0.676,C,-4.68,major,0.0301,0.00275,0,0.141,0.341,175.845,1FMHNVeJ9s1x1l1WlaRs2I,244827,4,C major
0.337,0.313,E,-6.481,minor,0.0311,0.806,0,0.125,0.153,99.5,3pgbjAecMTs1XDa7ccFlCC,242787,5,E minor
0.621,0.686,C#,-6.811,minor,0.0685,0.544,0,0.32,0.762,143.086,2RCdPL1tQw5RGWKRG3EC4o,170458,4,C# minor
0.763,0.629,G,-8.66,minor,0.225,0.0891,0,0.169,0.709,142.149,4F55RCGuM477OjznpYGhYz,267507,4,G minor
0.543,0.697,G#,-9.211,major,0.0612,0.00206,1.82e-6,0.343,0.861,185.978,1gloYGAZI6eHp6MEPjLuL3,143040,4,G# major
0.555,0.856,C#,-5.764,major,0.338,0.126,0,0.114,0.427,118.966,5blkgkItJK6s3ZhVxn6hqB,232850,5,C# major
0.404,0.571,C,-5.069,major,0.0303,0.182,2.08e-5,0.129,0.29,147.01,2WZyfujzMweFLnozyUJBkW,245933,4,C major
0.588,0.95,A#,-1.244,minor,0.249,0.0284,0,0.286,0.415,105.916,5S79FtKjTBt5iKxbaSJ2YH,222987,4,A# minor
0.672,0.585,C,-5.797,major,0.0582,0.192,0,0.156,0.834,77.998,0Sc9UwBpChiRKRF8DKvWKZ,238160,4,C major
0.355,0.478,C,-8.323,major,0.0335,0.569,2.9e-6,0.194,0.269,102.971,3dAgQFdruU8ufWc5GE05xC,266920,4,C major
0.55,0.61,D,-6.358,major,0.0388,0.0456,0,0.11,0.357,168.186,7cmZDjXMF1A0dGV726pMYs,201867,4,D major
0.545,0.946,G#,-3.559,major,0.0587,0.0267,2.28e-4,0.259,0.654,116.888,4RRwqi2CfJrxhgIOwhkn4l,210533,4,G# major
0.497,0.78,D,-4.003,major,0.0363,0.297,0,0.272,0.485,154.985,6cw33Opnxj9SoKGOqbt3rz,202547,4,D major
0.548,0.938,G#,-4.97,major,0.279,0.235,0,0.531,0.334,98.868,7aRNccA1RsVl7lD7steC5N,246147,4,G# major
0.375,0.282,G,-6.801,major,0.0411,0.921,0.953,0.176,0.807,89.838,62ZQaNo7N6hf6U1myRbXcP,37067,4,G major
0.447,0.694,G,-4.637,minor,0.382,0.0293,5.46e-6,0.167,0.509,175.868,6RX5iL93VZ5fKmyvNXvF1r,227853,4,G minor
0.589,0.655,G#,-8.138,major,0.0488,0.057,3.53e-4,0.372,0.675,105.272,4v5kAh2wWyCSuKuhMJK8u6,220640,4,G# major
0.725,0.805,G#,-7.509,major,0.0383,0.37,6.23e-5,0.346,0.701,120.005,29J2VccgXl7kswo5WrOMQW,282573,4,G# major
0.605,0.858,E,-4.624,major,0.0294,0.0058,0,0.0945,0.894,94.046,52Dw5hXeylenurLTKoFJfZ,183293,4,E major
0.69,0.572,G,-6.131,major,0.0264,0.0457,0,0.0969,0.375,111.919,2TTINcGQL5UhbHbpsQjYRr,235667,4,G major
0.529,0.942,G#,-3.497,major,0.0431,0.00123,0,0.137,0.804,144.716,3bSq5OpEWmLK1o8F7saR2F,184227,4,G# major
0.662,0.828,D,-5.083,major,0.0741,0.0129,2.75e-5,0.407,0.476,123.986,3rcXcJT6Uwg1ojuCdPRjeJ,189080,4,D major
0.63,0.877,F#,-3.609,minor,0.0839,0.0659,0,0.508,0.708,114.033,0Q2y7Amx3vHz5Jqa7TFEYE,185893,4,F# minor
0.594,0.793,G,-6.59,major,0.0278,0.00214,8.4e-5,0.149,0.694,107.783,5juS4hzBUqjpbscrK10gJl,227400,4,G major
0.583,0.816,E,-4.215,major,0.0303,4.93e-4,1.33e-6,0.384,0.503,141.054,5qiWQq9tPjMDNpd1knSoZ0,177253,4,E major
0.622,0.858,E,-3.09,major,0.0386,0.0055,0,0.104,0.67,141.003,1qsN5cpqU6quWtL9lgyA1v,194307,4,E major
0.96,0.895,C,-6.899,minor,0.0714,0.335,1.76e-4,0.364,0.92,120.01,1GeECVH4Msg1zLm8DExkbH,189587,4,C minor
0.754,0.717,B,-3.802,minor,0.233,0.0227,0,0.0665,0.718,149.277,185wFmHycj2zqxOtlga2k6,253107,4,B minor
0.449,0.809,C#,-4.574,minor,0.0336,0.00161,0,0.12,0.611,161.983,4EY2WMGmAGAcCXGwqU616f,225960,4,C# minor
0.405,0.786,A#,-2.829,major,0.0338,0.402,1.43e-6,0.172,0.432,200.433,2DmBuFsXx1Pd5FHrMF8PD8,176427,4,A# major
0.625,0.848,D,-4.008,major,0.0314,0.105,0,0.23,0.716,137.993,5xIp2ld6XZV1N8W4Rc3mmW,235427,4,D major
0.593,0.68,G,-5.556,major,0.335,0.00182,4.84e-5,0.31,0.483,84.547,0GLUBbX4daHJkT3RQHEOia,273053,4,G major
0.792,0.905,E,-6.232,minor,0.338,0.152,0,0.139,0.775,169.902,1inngHbMTDMmGOjH1WjkcV,229400,4,E minor
0.721,0.627,C#,-4.112,major,0.0552,0.16,0,0.0527,0.528,133.896,4j9Y9TzpmUE21e91R5DT7k,230387,4,C# major
0.466,0.417,E,-7.804,minor,0.0253,0.302,0.0247,0.224,0.27,74.894,6xAz2Z3HEdZ3NOj6FogHwo,181667,4,E minor
0.706,0.621,F,-6.797,major,0.0386,0.213,0.00208,0.253,0.785,126.028,4z1gmF4S1YsTj1pxiU47Qx,240547,4,F major
0.626,0.842,F,-3.74,major,0.0337,0.13,0,0.0734,0.54,115.72,7dFSHwa7BNZvWlOuYsvFpy,222853,4,F major
0.697,0.629,A,-5.757,major,0.0425,0.409,3.8e-6,0.0819,0.439,123.279,1pLdjo3lOBbMaoR4ZpybFH,267413,4,A major
0.87,0.853,G#,-5.134,major,0.0478,0.0517,2.06e-5,0.318,0.97,136.467,6LDasBOWaNQEGgpDLaKDnJ,221947,4,G# major
0.872,0.875,C#,-6.166,major,0.132,0.0496,9.88e-4,0.0469,0.801,116.952,12MTkBZUoOC1BySWtVKLKr,223520,4,C# major
0.536,0.923,D,-3.494,major,0.125,0.0122,0,0.142,0.77,160.03,1bhjMY5O0ZjB41OHcdRH0a,209040,4,D major
0.873,0.743,F,-5.197,major,0.209,0.17,0,0.135,0.774,93.621,4JKwW0A2OQeAUpYZd99Lfo,237680,4,F major
0.864,0.607,A,-4.891,minor,0.163,0.0206,0,0.0442,0.747,82.048,3J58iVk8OXYAGG4YvOKG8u,257813,4,A minor
0.42,0.968,A,-2.353,minor,0.123,2.32e-4,0,0.0796,0.392,171.004,1VpTwecl7EbQiGyVsvwFQE,192787,4,A minor
0.378,0.724,C#,-6.878,major,0.3,0.339,0,0.297,0.809,84.626,0VPTq1UBP8fcWKYgLAtesN,280573,4,C# major
0.64,0.783,D,-6.575,major,0.0372,0.00105,0,0.384,0.17,90.998,7qFxSPDUDMQNGBqTvK4aEj,240613,4,D major
0.423,0.912,A#,-3.232,minor,0.0615,0.0525,0,0.245,0.338,145.942,0wIhWLNLIOmzQ89B3rtTd3,214831,4,A# minor
0.359,0.885,B,-3.561,minor,0.073,0.0076,0,0.112,0.45,137.495,5duaPXG1Gqr4fXojMdfZOq,242453,4,B minor
0.513,0.834,A#,-5.007,major,0.0448,3.25e-4,0,0.666,0.811,150.961,3ufSi9aFa7Pec9jGa5wC7f,218493,4,A# major
0.94,0.692,F#,-5.48,minor,0.253,0.0194,4.55e-4,0.0453,0.875,117.987,4FiMOInKt8AJmFyPsoQDzN,205600,4,F# minor
0.424,0.94,G#,-3.268,minor,0.341,0.0473,0,0.104,0.66,172.876,42x5XhtFhCziVAKodqCLUr,263547,4,G# minor
0.274,0.808,G,-2.678,major,0.0346,0.0382,0,0.198,0.131,161.104,58Mmq9tDlN7jiUqmvugggD,239453,3,G major
0.773,0.724,G#,-5.731,major,0.153,0.178,0,0.131,0.821,131.092,1ElXBG9yJcgSFUJr19sotM,257e3,4,G# major
0.762,0.42,E,-3.02,minor,0.036,0.00996,0,0.0505,0.584,122.954,3x1Kw9hX5jNYIUrplnnx1O,265333,4,E minor
0.8,0.783,B,-3.872,minor,0.0966,0.169,0,0.206,0.889,114.995,7HhR1L61r3Z3PMWRRJSDHe,260427,4,B minor
0.4,0.82,C,-5.235,minor,0.103,0.502,0,0.712,0.398,83.415,61hJK3EfAd1LDk7x5OrCTc,247867,4,C minor
0.416,0.741,G,-4.001,major,0.0335,0.00804,0,0.273,0.286,160.515,5PZ2cqh9Yem2g6cTSOLllz,202973,4,G major
0.666,0.825,C,-4.882,major,0.0373,0.3,0,0.347,0.702,96.982,5zWytgeAf6efbCgHGxyOgM,252933,4,C major
0.529,0.869,C,-3.846,major,0.0587,0.00238,1.91e-6,0.181,0.285,127.952,6398vUKLbric3lZ7bcque3,259213,4,C major
0.687,0.723,G,-4.751,major,0.0709,0.122,0.00102,0.573,0.432,76,3pD0f7hSJg2XdQ6udw5Tey,448573,4,G major
0.799,0.679,G#,-2.766,minor,0.192,0.221,0,0.0839,0.594,83.99,206QiQ5OnKTZE3cnuMYu3H,224227,4,G# minor
0.766,0.712,C,-5.975,minor,0.29,0.023,0,0.205,0.6,110.823,4errw8r45vg260xFxRc9zb,225560,4,C minor
0.564,0.336,A#,-11.739,major,0.0283,0.817,5.87e-4,0.102,0.255,97.987,3yLCQ4GRSFlg3GmwlYQlzX,242013,4,A# major
0.76,0.616,C,-6.426,major,0.0333,0.272,0,0.147,0.363,108.032,2SiqlgLMfKQbczSMRp8drY,239947,4,C major
0.597,0.678,D,-5.743,major,0.3,0.0103,0,0.381,0.659,160.074,6t3W3QtsnGrK4BVFEGxr5r,282413,4,D major
0.661,0.959,G,-4.439,major,0.0408,0.053900000000000003,1.74e-5,0.381,0.96,116.284,13Oda4GsHXzRAfquxWkrzA,221413,4,G major
0.67,0.348,C,-12.229,major,0.138,0.27,0,0.104,0.804,113.306,4V2F0DZrAXOWq9hkwMMG3x,254147,5,C major
0.492,0.625,D#,-7.2,major,0.0362,0.093,3.04e-4,0.082,0.522,145.954,3dAT844Wj5KuuIHFMI9eOw,381360,4,D# major
0.614,0.529,D#,-7.43,major,0.0308,0.459,0,0.129,0.45,141.929,338arfXmD9XaESFjfcQLsg,232547,4,D# major
0.698,0.863,B,-5.292,major,0.489,0.0408,0,0.0758,0.414,160.894,6SmPPtaMnfxgz5duA6t9Cu,263920,4,B major
0.463,0.949,D,-2.753,minor,0.051,0.00342,3.88e-6,0.316,0.632,140.824,6FAUi2Xm6RCF0wpwG8oXGZ,203840,4,D minor
0.59,0.912,A#,-4.815,minor,0.0614,3.63e-4,5.14e-5,0.0437,0.535,120.008,3cDE9Yn4GrsxSrlMCLdmTT,165653,4,A# minor
0.756,0.786,C#,-3.453,major,0.0348,0.201,0,0.158,0.736,119.962,1q9siR3OqGFnTeqFxwzN1S,246467,4,C# major
0.228,0.291,A#,-13.57,major,0.0382,0.936,8.27e-5,0.103,0.167,165.449,4hYI8nymxxb6VjmIBi5Agx,254840,3,A# major
0.923,0.518,F,-6.008,major,0.0492,0.52,1.42e-4,0.104,0.682,93.023,6GskIhdM6TN6EkPgeSjVfW,226680,4,F major
0.876,0.448,C,-8.303,major,0.267,0.0176,0,0.0862,0.72,90.019,68Zq7PMcPIQE8ol1x3gAqw,324907,4,C major
0.49,0.579,B,-5.141,major,0.0437,0.287,0,0.178,0.185,123.031,1q6tVwU90PoRpPDD7hABBD,217947,4,B major
0.704,0.854,A#,-5.477,minor,0.183,0.0185,0,0.148,0.688,92.988,1zyqZONW985Cs4osz9wlsu,242587,4,A# minor
0.499,0.597,G,-5.31,major,0.0258,0.309,0.00293,0.163,0.414,75.517,1CUvTQETn9ORFXtXUtB0sI,260653,4,G major
0.449,0.903,C#,-4.949,major,0.0388,2.48e-5,0,0.133,0.583,144.522,0wGWmko6pOeimMMATKGz2I,207333,4,C# major
0.695,0.915,C,-3.549,major,0.0497,7.12e-4,0,0.0311,0.874,141.019,7aBVQ8dcHytEddV0SlDrcQ,214840,4,C major
0.774,0.752,C#,-5.007,major,0.204,0.0175,0,0.29,0.529,78.008,3FY0HrfhcG75h0UCTGpg4S,275267,4,C# major
0.464,0.735,F,-5.202,minor,0.085,0.185,0,0.161,0.336,123.068,26b2c6d8TBOSNQznQXFdQa,305373,4,F minor
0.8,0.619,E,-5.728,major,0.131,0.263,0,0.0624,0.75,152.329,4ioTeLwRRJeWsz8535nrjD,258733,4,E major
0.686,0.789,G#,-4.713,minor,0.23,0.0125,0.0147,0.142,0.72,172.976,5lUTzPuiloBHm1qEaJcJfF,194213,4,G# minor
0.758,0.878,C,-5.364,major,0.0347,0.0457,0,0.0601,0.812,107.966,7bFRKKZyWcgTXRCgSuOanI,225933,4,C major
0.694,0.709,G,-6.205,minor,0.103,0.0966,0,0.267,0.566,114.966,0jTTjg6q4jsd2RhuHwTvLj,188e3,4,G minor
0.653,0.748,A#,-3.89,major,0.133,0.206,0,0.0803,0.264,79.974,3LU66Soe9kT5saRxI4wTj6,238947,4,A# major
0.508,0.843,C,-4.433,major,0.0349,0.211,4.16e-5,0.254,0.766,176.043,0fGIhWOJecR9u9Bo9UOTKC,210187,4,C major
0.707,0.776,D,-6.905,major,0.0374,0.00364,0.0494,0.203,0.444,131.104,5u64yplSNUDHsCHNviHgpx,355107,4,D major
0.612,0.902,A,-3.911,major,0.0424,9.16e-4,0,0.0498,0.463,100.023,5ybUdN3DmQL8T3eqg4XjmQ,213280,4,A major
0.814,0.9,F,-3.318,minor,0.0605,0.0112,2.01e-6,0.0631,0.761,125.988,3K01q0jtSNHeqx5gs97HH2,196960,4,F minor
0.522,0.874,F#,-4.392,minor,0.0362,2.73e-4,0.00579,0.261,0.196,132.018,44w63XqGr3sATAzOnOySgF,215106,4,F# minor
0.79,0.457,D,-6.231,major,0.0414,0.24,0,0.222,0.355,125.249,7I6DceMT3utDOHjcYCbrr4,293053,4,D major
0.375,0.726,D#,-6.46,minor,0.193,0.115,0,0.177,0.44,173.99,03b1NUHnoavfpLLKcEMfIb,229347,4,D# minor
0.621,0.6,G#,-6.349,major,0.576,0.277,0,0.495,0.485,80.021,1rBCqUMWdZSTCnlj3q6MiI,253707,4,G# major
0.4,0.646,A,-8.066,minor,0.259,0.0871,0,0.126,0.267,208.078,2IGcz5WLif7DUR8k2U8wPO,257533,4,A minor
0.888,0.833,D#,-4.381,minor,0.0912,0.256,0.00159,0.485,0.962,121.002,5gfPJ45gpn3ThswDyeW0Qc,388226,4,D# minor
0.632,0.639,F,-5.938,major,0.0259,0.00143,0,0.221,0.733,95.506,79z9QkhHePTFsSeVw9uyj0,196893,4,F major
0.515,0.871,A,-4.113,major,0.0367,5.85e-4,0,0.0877,0.498,119.869,4l8knlwTeoTmSnGi45kqZ8,287533,4,A major
0.559,0.819,G,-4.771,major,0.0508,0.319,1.32e-6,0.581,0.566,154.93,7esJti70vOf5JB2ZYdihSc,258252,4,G major
0.467,0.883,D,-3.679,minor,0.106,3.21e-4,1.52e-4,0.125,0.309,122.252,2d6m2F4I7wCuAKtSsdhh83,299227,4,D minor
0.431,0.95,C#,-2.231,major,0.141,0.00822,0,0.34,0.476,161.952,4f6AE8OrLG66gds6A6epWd,195840,4,C# major
0.583,0.909,D,-6.357,major,0.0421,0.00114,4.55e-4,0.0959,0.473,137.987,58dRbjabfppvKsQlV0timz,27e4,4,D major
0.735,0.839,F#,-4.705,minor,0.271,0.0534,0,0.0942,0.834,89.942,0447V6bjlw5ERYGu3BEBnB,223813,4,F# minor
0.661,0.861,B,-5.841,major,0.0465,0.00374,1.15e-6,0.32,0.771,106.962,6vpQluFwjbt4ZEl8mw6swS,201960,4,B major
0.462,0.801,G#,-4.191,major,0.0664,0.0415,0,0.0523,0.491,84.541,6RB4Z9DwTWaVgyNg3dR9p9,215200,4,G# major
0.639,0.903,B,-5.013,minor,0.0371,0.00963,7.06e-5,0.174,0.96,135.938,0Fe3WxeO6lZZxj7ytvbDUh,246173,4,B minor
0.472,0.698,G,-6.95,major,0.0484,0.00847,0.00257,0.113,0.512,124.866,73qbBlEAcm2HfnAaSnP1II,221867,3,G major
0.467,0.742,A,-4.323,major,0.0318,0.0108,0,0.0842,0.248,131.78,2tcHsNBkF0GYQKyFI2y3gE,227453,4,A major
0.678,0.847,C,-5.825,major,0.0519,0.0219,0.0329,0.373,0.601,122.287,7dzUZec5MnWMyQnk5klnKR,187733,4,C major
0.65,0.299,G#,-10.76,major,0.03,0.605,0.0118,0.219,0.294,123.597,0suRVpl5fIZVm7PuROSRsQ,197280,4,G# major
0.439,0.756,E,-5.341,minor,0.289,0.152,0,0.412,0.686,94.188,39yRhjDdSTP4A7VehxBXDb,251040,4,E minor
0.548,0.775,G#,-3.285,major,0.0306,0.0936,0,0.0721,0.311,94.998,5d98TnYzxQmFE4vKgzWXuT,274267,4,G# major
0.661,0.817,D,-5.437,minor,0.0993,0.131,0,0.293,0.708,97.974,0lT3XBJR53shkiJErWkMO5,194e3,4,D minor
0.62,0.939,D#,-1.665,major,0.0518,0.131,6.24e-4,0.13,0.616,122.063,1OSUPKCSPvuiz624ynd7Px,207067,4,D# major
0.486,0.415,A,-8.244,major,0.0279,0.249,0,0.164,0.359,143.928,1L6rE8LIa9G6xl03hdihVh,246960,4,A major
0.523,0.521,F,-6.756,major,0.026,0.179,1.44e-5,0.102,0.288,137.016,6IVjlFGclF83Y3A5WSnDSt,284e3,4,F major
0.686,0.283,F,-6.4,major,0.0282,0.728,0,0.111,0.49,96.012,1wF2QB0bAAYQdPUIn0L0VE,159467,4,F major
0.973,0.723,G#,-4.017,major,0.0569,0.17,2.82e-4,0.0863,0.751,110.625,0wbDgMuAoy7O7pL3a69uZx,234027,4,G# major
0.679,0.601,F#,-6.201,major,0.207,0.0989,0,0.123,0.725,132.995,0NNo17O7gamZqOwj42Jax0,267613,4,F# major
0.734,0.714,A,-5.923,minor,0.156,0.0387,0,0.123,0.65,77.022,3BI0FtyROXUzzbFztIiUZz,329267,4,A minor
